"id","yield_kg_ha","kg_N_ha","kg_P_ha","kg_K_ha","rainfall","mean_temperature","extractable_phosphorous","total_potassium","sand_content","soil_organic_carbon","pH","root_depth"
3830,2304,180,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3831,1778,120,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3832,2633,180,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3833,2963,180,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3834,3905,120,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3835,3951,180,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3836,2272,180,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3837,2239,60,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3838,2239,60,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3839,3905,120,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3840,2304,60,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3841,2963,180,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3842,1778,120,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3843,2633,180,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3844,4605,120,0,0,862,20,855,159,52,17.5,5.84999990463257,115
3845,3852,60,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3846,2173,60,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3847,4938,180,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3848,3292,60,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3849,4214,180,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3850,3292,60,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3851,2897,120,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3852,2897,120,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3853,4938,180,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3854,3852,60,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3855,4214,180,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3856,4244,120,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3857,2173,60,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3858,1909,120,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3859,4708,180,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3860,4708,180,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3861,1909,120,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3862,4244,120,0,0,745,18,964,479,41,15.5,6.15000009536743,150
3863,5417,120,0,0,792,17,1768,649,38.5,33.5,5.80000019073486,150
3864,5417,120,0,0,792,17,1768,649,38.5,33.5,5.80000019073486,150
3865,5417,120,0,0,792,17,1768,649,38.5,33.5,5.80000019073486,150
3866,3687,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3867,4856,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3868,4527,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3869,4132,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3870,4527,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3871,3750,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3872,5523,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3873,5662,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3874,5523,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3875,4214,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3876,3514,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3877,3951,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3878,2699,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3879,2500,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3880,3095,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3881,2500,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3882,2139,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3883,3169,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3884,3540,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3885,2798,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3886,3424,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3887,2798,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3888,2139,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3889,2300,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3890,2067,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3891,3095,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3892,4856,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3893,3951,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3894,4181,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3895,3169,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3896,3514,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3897,4132,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3898,4214,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3899,4362,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3900,4181,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3901,3687,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3902,4214,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3903,5264,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3904,6485,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3905,5264,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3906,2300,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3907,3424,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3908,6485,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3909,4362,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3910,3750,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3911,2239,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3912,5662,180,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3913,2239,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3914,2067,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3915,4214,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3916,2699,60,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3917,3540,120,0,0,703,17,1400,526,32.5,26,6.40000009536743,75
3918,2050,60,0,0,544,24,712,93,64,14.5,5.59999990463257,150
3919,1700,60,0,0,517,25,980,123,56.5,18,5.80000019073486,135
3920,2500,60,0,0,534,24,579,85,63.5,11.5,6,150
3921,2500,60,0,0,435,23,1922,484,36.5,21.5,7.55000019073486,150
3922,2500,60,0,0,405,27,864,143,54,20,5.5,119
3923,5500,60,0,0,440,26,875,159,57.5,21,6.30000019073486,40
3924,3857,180,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3925,3978,120,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3926,4580,120,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3927,4580,120,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3928,4219,60,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3929,4761,120,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3930,3857,180,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3931,4038,180,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3932,4761,120,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3933,4219,60,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3934,6629,180,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3935,6629,180,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3936,3737,60,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3937,3445,60,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3938,3978,120,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3939,3445,60,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3940,4038,180,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3941,3737,60,0,0,524,24,723,175,46,16.5,6.30000019073486,75
3942,1625,120,0,0,455,24,707,138,64,17,5.59999990463257,135
3943,2742,60,0,0,455,24,707,138,64,17,5.59999990463257,135
3944,2742,60,0,0,455,24,707,138,64,17,5.59999990463257,135
3945,1625,60,0,0,455,24,707,138,64,17,5.59999990463257,135
3946,1625,120,0,0,455,24,707,138,64,17,5.59999990463257,135
3947,1708,60,0,0,455,24,707,138,64,17,5.59999990463257,135
3948,3330,120,0,0,455,24,707,138,64,17,5.59999990463257,135
3949,3330,120,0,0,455,24,707,138,64,17,5.59999990463257,135
3950,8226,120,0,0,455,24,707,138,64,17,5.59999990463257,135
3951,1750,120,0,0,455,24,707,138,64,17,5.59999990463257,135
3952,7378,60,0,0,455,24,707,138,64,17,5.59999990463257,135
3953,1708,60,0,0,455,24,707,138,64,17,5.59999990463257,135
3954,2250,120,0,0,455,24,707,138,64,17,5.59999990463257,135
3955,2250,120,0,0,455,24,707,138,64,17,5.59999990463257,135
3956,8226,120,0,0,455,24,707,138,64,17,5.59999990463257,135
3957,3526,180,0,0,455,24,707,138,64,17,5.59999990463257,135
3958,1750,120,0,0,455,24,707,138,64,17,5.59999990463257,135
3959,7378,60,0,0,455,24,707,138,64,17,5.59999990463257,135
3960,1625,60,0,0,455,24,707,138,64,17,5.59999990463257,135
3961,3526,180,0,0,455,24,707,138,64,17,5.59999990463257,135
3962,2438,120,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3963,4198,180,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3964,3115,180,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3965,3115,180,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3966,2438,120,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3967,1828,60,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3968,1761,180,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3969,3047,120,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3970,1896,60,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3971,3047,120,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3972,1761,180,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3973,1896,60,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3974,4198,180,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3975,1828,60,0,0,443,19,591,139,66.5,13.5,6.09999990463257,115
3976,2177,60,0,0,447,24,783,152,64,16,6,131
3977,2196,60,0,0,447,24,783,152,64,16,6,131
3978,2177,60,0,0,447,24,783,152,64,16,6,131
3979,2724,120,0,0,447,24,783,152,64,16,6,131
3980,3512,120,0,0,447,24,783,152,64,16,6,131
3981,2724,120,0,0,447,24,783,152,64,16,6,131
3982,2196,60,0,0,447,24,783,152,64,16,6,131
3983,2442,60,0,0,447,24,783,152,64,16,6,131
3984,5425,120,0,0,447,24,783,152,64,16,6,131
3985,3248,60,0,0,447,24,783,152,64,16,6,131
3986,5425,120,0,0,447,24,783,152,64,16,6,131
3987,2315,60,0,0,447,24,783,152,64,16,6,131
3988,3248,60,0,0,447,24,783,152,64,16,6,131
3989,2442,60,0,0,447,24,783,152,64,16,6,131
3990,3148,120,0,0,447,24,783,152,64,16,6,131
3991,3148,120,0,0,447,24,783,152,64,16,6,131
3992,2315,60,0,0,447,24,783,152,64,16,6,131
3993,3512,120,0,0,447,24,783,152,64,16,6,131
3994,4873,60,0,0,452,21,589,108,61,16,5.94999980926514,142
3995,7013,180,0,0,452,21,589,108,61,16,5.94999980926514,142
3996,7013,180,0,0,452,21,589,108,61,16,5.94999980926514,142
3997,6953,60,0,0,452,21,589,108,61,16,5.94999980926514,142
3998,5586,120,0,0,452,21,589,108,61,16,5.94999980926514,142
3999,5586,120,0,0,452,21,589,108,61,16,5.94999980926514,142
4000,7013,180,0,0,452,21,589,108,61,16,5.94999980926514,142
4001,6953,120,0,0,452,21,589,108,61,16,5.94999980926514,142
4002,6953,120,0,0,452,21,589,108,61,16,5.94999980926514,142
4003,3566,60,0,0,452,21,589,108,61,16,5.94999980926514,142
4004,4873,60,0,0,452,21,589,108,61,16,5.94999980926514,142
4005,6953,60,0,0,452,21,589,108,61,16,5.94999980926514,142
4006,3566,60,0,0,452,21,589,108,61,16,5.94999980926514,142
4007,10162,180,0,0,452,21,589,108,61,16,5.94999980926514,142
4008,7013,180,0,0,452,21,589,108,61,16,5.94999980926514,142
4009,7845,120,0,0,452,21,589,108,61,16,5.94999980926514,142
4010,7845,120,0,0,452,21,589,108,61,16,5.94999980926514,142
4011,10162,180,0,0,452,21,589,108,61,16,5.94999980926514,142
4012,5640,60,0,0,441,20,550,147,64.5,12,6,135
4013,5156,60,0,0,441,20,550,147,64.5,12,6,135
4014,6848,180,0,0,441,20,550,147,64.5,12,6,135
4015,6042,180,0,0,441,20,550,147,64.5,12,6,135
4016,2356,120,0,0,441,20,550,147,64.5,12,6,135
4017,5640,60,0,0,441,20,550,147,64.5,12,6,135
4018,2010,120,0,0,441,20,550,147,64.5,12,6,135
4019,3164,120,0,0,441,20,550,147,64.5,12,6,135
4020,3463,60,0,0,441,20,550,147,64.5,12,6,135
4021,6848,180,0,0,441,20,550,147,64.5,12,6,135
4022,2578,60,0,0,441,20,550,147,64.5,12,6,135
4023,5156,180,0,0,441,20,550,147,64.5,12,6,135
4024,3463,60,0,0,441,20,550,147,64.5,12,6,135
4025,2010,120,0,0,441,20,550,147,64.5,12,6,135
4026,4592,120,0,0,441,20,550,147,64.5,12,6,135
4027,4592,120,0,0,441,20,550,147,64.5,12,6,135
4028,3164,120,0,0,441,20,550,147,64.5,12,6,135
4029,3236,120,0,0,441,20,550,147,64.5,12,6,135
4030,5156,180,0,0,441,20,550,147,64.5,12,6,135
4031,6042,180,0,0,441,20,550,147,64.5,12,6,135
4032,2924,60,0,0,441,20,550,147,64.5,12,6,135
4033,2658,60,0,0,441,20,550,147,64.5,12,6,135
4034,5640,120,0,0,441,20,550,147,64.5,12,6,135
4035,6123,120,0,0,441,20,550,147,64.5,12,6,135
4036,2658,60,0,0,441,20,550,147,64.5,12,6,135
4037,2356,120,0,0,441,20,550,147,64.5,12,6,135
4038,2578,60,0,0,441,20,550,147,64.5,12,6,135
4039,3191,60,0,0,441,20,550,147,64.5,12,6,135
4040,3191,60,0,0,441,20,550,147,64.5,12,6,135
4041,3236,120,0,0,441,20,550,147,64.5,12,6,135
4042,5156,60,0,0,441,20,550,147,64.5,12,6,135
4043,2924,60,0,0,441,20,550,147,64.5,12,6,135
4044,5640,120,0,0,441,20,550,147,64.5,12,6,135
4045,6123,120,0,0,441,20,550,147,64.5,12,6,135
4046,2950,60,0,0,976,18,771,170,55,16.5,5.80000019073486,150
4047,1700,60,0,0,924,22,876,132,57,15,5.90000009536743,143
4048,1700,60,0,0,924,22,876,132,57,15,5.90000009536743,143
4049,2900,60,0,0,876,21,676,109,72.5,11.5,6.19999980926514,131
4050,1700,60,0,0,441,20,1079,151,68,12,5.94999980926514,135
4051,2600,60,0,0,445,20,674,129,67,12,6,150
4052,2600,60,0,0,445,20,674,129,67,12,6,150
4053,2600,60,0,0,445,20,674,129,67,12,6,150
4054,2665,90,0,0,451,19,630,123,64.5,14,6.05000019073486,129
4055,2665,60,0,0,451,19,630,123,64.5,14,6.05000019073486,129
4056,2665,90,0,0,451,19,630,123,64.5,14,6.05000019073486,129
4057,2950,60,0,0,451,19,630,123,64.5,14,6.05000019073486,129
4058,2950,60,0,0,451,19,630,123,64.5,14,6.05000019073486,129
4059,2950,60,0,0,451,19,630,123,64.5,14,6.05000019073486,129
4060,3633,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4061,3400,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4062,3600,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4063,3833,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4064,3500,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4065,3637,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4066,3637,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4067,3600,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4068,3637,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4069,4533,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4070,1776,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4071,1776,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4072,4167,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4073,3633,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4074,1577,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4075,4667,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4076,2800,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4077,3833,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4078,3633,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4079,3600,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4080,3400,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4081,1777,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4082,3400,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4083,1577,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4084,4600,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4085,1776,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4086,3500,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4087,3500,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4088,1577,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4089,4167,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4090,2800,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4091,3500,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4092,1777,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4093,3833,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4094,1531,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4095,4533,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4096,4533,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4097,2800,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4098,3500,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4099,1777,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4100,4600,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4101,4667,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4102,4600,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4103,3500,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4104,4167,80,0,0,638,24,2544,237,44,15,6.09999990463257,150
4105,1531,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4106,4667,120,0,0,638,24,2544,237,44,15,6.09999990463257,150
4107,1531,40,0,0,638,24,2544,237,44,15,6.09999990463257,150
4108,1889,0,0,50,1065,18,595,169,37.5,53,5.30000019073486,150
4109,1889,0,0,50,1065,18,595,169,37.5,53,5.30000019073486,150
4110,5733,0,0,25,703,20,3658,1384,22.5,20.5,7.59999990463257,81
4111,2400,0,0,25,703,20,3658,1384,22.5,20.5,7.59999990463257,81
4112,4400,0,0,25,703,20,3658,1384,22.5,20.5,7.59999990463257,81
4113,5400,0,0,25,397,24,2996,942,35.5,23.5,6.84999990463257,1
4114,4900,0,0,25,397,24,2996,942,35.5,23.5,6.84999990463257,1
