"id","yield_kg_ha","kg_N_ha","kg_P_ha","kg_K_ha","rainfall","mean_temperature","extractable_phosphorous","total_potassium","sand_content","soil_organic_carbon","pH","root_depth"
5235,2000,0,35.2,0,854,25,1187,119,62.5,11.5,5.90000009536743,150
5236,3000,0,52.8,0,854,25,1187,119,62.5,11.5,5.90000009536743,150
5237,1820,0,17.6,0,854,25,1187,119,62.5,11.5,5.90000009536743,150
5238,1800,0,17.6,0,854,25,1187,119,62.5,11.5,5.90000009536743,150
5239,3611,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5240,3611,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5241,2153,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5242,3611,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5243,3611,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5244,2986,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5245,2153,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5246,2986,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5247,2639,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5248,2986,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5249,2153,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5250,2986,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5251,2639,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5252,2639,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5253,2153,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5254,2639,0,35.2,0,484,19,1330,236,43.5,34,5.55000019073486,147
5255,3200,0,17.6,0,397,24,2996,942,35.5,23.5,6.84999990463257,1
5256,2300,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5257,1710,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5258,1710,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5259,3555,0,8.8,0,789,17,1028,173,52.5,23.5,6,147
5260,3555,0,8.8,0,789,17,1028,173,52.5,23.5,6,147
5261,1646,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5262,2239,0,39.6,0,789,17,1028,173,52.5,23.5,6,147
5263,2996,0,17.6,0,789,17,1028,173,52.5,23.5,6,147
5264,2040,0,39.6,0,789,17,1028,173,52.5,23.5,6,147
5265,3555,0,8.8,0,789,17,1028,173,52.5,23.5,6,147
5266,1646,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5267,2300,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5268,2300,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5269,3555,0,8.8,0,789,17,1028,173,52.5,23.5,6,147
5270,2667,0,17.6,0,789,17,1028,173,52.5,23.5,6,147
5271,2040,0,39.6,0,789,17,1028,173,52.5,23.5,6,147
5272,2300,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5273,3555,0,8.8,0,789,17,1028,173,52.5,23.5,6,147
5274,1710,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5275,2040,0,39.6,0,789,17,1028,173,52.5,23.5,6,147
5276,2996,0,17.6,0,789,17,1028,173,52.5,23.5,6,147
5277,1646,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5278,2239,0,39.6,0,789,17,1028,173,52.5,23.5,6,147
5279,2239,0,39.6,0,789,17,1028,173,52.5,23.5,6,147
5280,1710,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5281,2996,0,17.6,0,789,17,1028,173,52.5,23.5,6,147
5282,2996,0,17.6,0,789,17,1028,173,52.5,23.5,6,147
5283,1646,0,19.8,0,789,17,1028,173,52.5,23.5,6,147
5284,2667,0,17.6,0,789,17,1028,173,52.5,23.5,6,147
5285,2239,0,39.6,0,789,17,1028,173,52.5,23.5,6,147
5286,2239,0,17.6,0,789,17,1028,173,52.5,23.5,6,147
5287,3555,0,8.8,0,789,17,1028,173,52.5,23.5,6,147
5288,2239,0,17.6,0,789,17,1028,173,52.5,23.5,6,147
5289,2040,0,39.6,0,789,17,1028,173,52.5,23.5,6,147
5290,5399,0,8.8,0,797,18,937,746,43,16,6,150
5291,3490,0,39.6,0,797,18,937,746,43,16,6,150
5292,3490,0,39.6,0,797,18,937,746,43,16,6,150
5293,2304,0,17.6,0,797,18,937,746,43,16,6,150
5294,3490,0,39.6,0,797,18,937,746,43,16,6,150
5295,5399,0,8.8,0,797,18,937,746,43,16,6,150
5296,4016,0,19.8,0,797,18,937,746,43,16,6,150
5297,5399,0,8.8,0,797,18,937,746,43,16,6,150
5298,3490,0,39.6,0,797,18,937,746,43,16,6,150
5299,2304,0,17.6,0,797,18,937,746,43,16,6,150
5300,5399,0,8.8,0,797,18,937,746,43,16,6,150
5301,4016,0,19.8,0,797,18,937,746,43,16,6,150
5302,1844,0,19.8,0,797,18,937,746,43,16,6,150
5303,4872,0,19.8,0,797,18,937,746,43,16,6,150
5304,3490,0,39.6,0,797,18,937,746,43,16,6,150
5305,4872,0,19.8,0,797,18,937,746,43,16,6,150
5306,3490,0,39.6,0,797,18,937,746,43,16,6,150
5307,2304,0,17.6,0,797,18,937,746,43,16,6,150
5308,2239,0,8.8,0,797,18,937,746,43,16,6,150
5309,4016,0,19.8,0,797,18,937,746,43,16,6,150
5310,2304,0,17.6,0,797,18,937,746,43,16,6,150
5311,1844,0,19.8,0,797,18,937,746,43,16,6,150
5312,4872,0,19.8,0,797,18,937,746,43,16,6,150
5313,4872,0,19.8,0,797,18,937,746,43,16,6,150
5314,1844,0,19.8,0,797,18,937,746,43,16,6,150
5315,2304,0,8.8,0,797,18,937,746,43,16,6,150
5316,1844,0,19.8,0,797,18,937,746,43,16,6,150
5317,2304,0,17.6,0,797,18,937,746,43,16,6,150
5318,3490,0,39.6,0,797,18,937,746,43,16,6,150
5319,4016,0,19.8,0,797,18,937,746,43,16,6,150
5320,2304,0,8.8,0,797,18,937,746,43,16,6,150
5321,2304,0,17.6,0,797,18,937,746,43,16,6,150
5322,2239,0,8.8,0,797,18,937,746,43,16,6,150
5323,2304,0,17.6,0,797,18,937,746,43,16,6,150
5324,2304,0,8.8,0,797,18,937,746,43,16,6,150
5325,2304,0,17.6,0,797,18,937,746,43,16,6,150
5326,2239,0,8.8,0,797,18,937,746,43,16,6,150
5327,3555,0,17.6,0,797,18,937,746,43,16,6,150
5328,2239,0,8.8,0,797,18,937,746,43,16,6,150
5329,3555,0,17.6,0,797,18,937,746,43,16,6,150
5330,2304,0,8.8,0,797,18,937,746,43,16,6,150
5331,3555,0,17.6,0,797,18,937,746,43,16,6,150
5332,3490,0,39.6,0,797,18,937,746,43,16,6,150
5333,3555,0,17.6,0,797,18,937,746,43,16,6,150
5334,5215,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5335,3660,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5336,3424,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5337,2100,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5338,3660,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5339,3424,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5340,5215,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5341,1897,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5342,5215,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5343,5215,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5344,3160,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5345,2100,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5346,3424,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5347,1897,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5348,2100,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5349,3160,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5350,3424,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5351,3660,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5352,3660,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5353,1897,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5354,1897,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5355,3160,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5356,2100,0,19.8,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5357,3160,0,39.6,0,864,21,1297,238,48.5,13.5,6.34999990463257,134
5358,2403,0,39.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5359,1975,0,17.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5360,3160,0,8.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5361,1399,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5362,4280,0,17.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5363,3951,0,8.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5364,1416,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5365,3951,0,8.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5366,1399,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5367,3951,0,8.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5368,1605,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5369,3951,0,8.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5370,3160,0,8.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5371,1416,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5372,2403,0,39.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5373,1416,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5374,1399,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5375,1975,0,17.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5376,1975,0,17.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5377,4280,0,17.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5378,2403,0,39.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5379,1605,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5380,2403,0,39.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5381,1605,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5382,1975,0,17.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5383,4280,0,17.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5384,1605,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5385,1399,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5386,3160,0,8.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5387,3160,0,8.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5388,4280,0,17.6,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5389,1416,0,19.8,0,808,21,756,212,44.5,16.5,5.90000009536743,75
5390,1897,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5391,1897,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5392,1897,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5393,2173,0,19.8,0,862,20,855,159,52,17.5,5.84999990463257,115
5394,2436,0,17.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5395,2173,0,19.8,0,862,20,855,159,52,17.5,5.84999990463257,115
5396,1374,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5397,1604,0,19.8,0,862,20,855,159,52,17.5,5.84999990463257,115
5398,1604,0,19.8,0,862,20,855,159,52,17.5,5.84999990463257,115
5399,1416,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5400,1897,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5401,1374,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5402,2436,0,17.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5403,1416,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5404,1374,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5405,2436,0,17.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5406,2173,0,19.8,0,862,20,855,159,52,17.5,5.84999990463257,115
5407,1416,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5408,1416,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5409,2436,0,17.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5410,1604,0,19.8,0,862,20,855,159,52,17.5,5.84999990463257,115
5411,1604,0,19.8,0,862,20,855,159,52,17.5,5.84999990463257,115
5412,2173,0,19.8,0,862,20,855,159,52,17.5,5.84999990463257,115
5413,1374,0,39.6,0,862,20,855,159,52,17.5,5.84999990463257,115
5414,5267,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5415,1646,0,8.8,0,745,18,964,479,41,15.5,6.15000009536743,150
5416,1909,0,8.8,0,745,18,964,479,41,15.5,6.15000009536743,150
5417,1646,0,8.8,0,745,18,964,479,41,15.5,6.15000009536743,150
5418,3226,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5419,5267,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5420,5267,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5421,5267,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5422,1646,0,8.8,0,745,18,964,479,41,15.5,6.15000009536743,150
5423,3951,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5424,3951,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5425,1909,0,8.8,0,745,18,964,479,41,15.5,6.15000009536743,150
5426,1646,0,8.8,0,745,18,964,479,41,15.5,6.15000009536743,150
5427,3951,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5428,1909,0,8.8,0,745,18,964,479,41,15.5,6.15000009536743,150
5429,3226,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5430,1909,0,8.8,0,745,18,964,479,41,15.5,6.15000009536743,150
5431,3226,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5432,3226,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5433,3951,0,17.6,0,745,18,964,479,41,15.5,6.15000009536743,150
5434,1875,0,17.6,0,792,17,1768,649,38.5,33.5,5.80000019073486,150
5435,1875,0,17.6,0,792,17,1768,649,38.5,33.5,5.80000019073486,150
5436,1910,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5437,2381,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5438,2381,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5439,2782,0,8.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5440,2716,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5441,2381,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5442,1646,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5443,2700,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5444,1910,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5445,1481,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5446,2381,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5447,1910,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5448,2897,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5449,2634,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5450,2700,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5451,2897,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5452,2700,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5453,1910,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5454,2239,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5455,2897,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5456,1646,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5457,2716,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5458,2239,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5459,2634,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5460,3753,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5461,2716,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5462,3753,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5463,3753,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5464,2716,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5465,2782,0,8.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5466,2782,0,8.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5467,2634,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5468,1481,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5469,2074,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5470,2897,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5471,2782,0,8.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5472,2700,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5473,1646,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5474,2074,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5475,1481,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5476,2239,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5477,2074,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5478,2074,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5479,1646,0,39.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5480,3753,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5481,2634,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5482,1481,0,17.6,0,703,17,1400,526,32.5,26,6.40000009536743,75
5483,2239,0,19.8,0,703,17,1400,526,32.5,26,6.40000009536743,75
5484,1929,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5485,3013,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5486,3013,0,13.2,0,524,24,723,175,46,16.5,6.30000019073486,75
5487,4339,0,13.2,0,524,24,723,175,46,16.5,6.30000019073486,75
5488,2290,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5489,1929,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5490,2290,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5491,1687,0,13.2,0,524,24,723,175,46,16.5,6.30000019073486,75
5492,1929,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5493,3013,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5494,3013,0,13.2,0,524,24,723,175,46,16.5,6.30000019073486,75
5495,1929,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5496,3013,0,13.2,0,524,24,723,175,46,16.5,6.30000019073486,75
5497,4339,0,13.2,0,524,24,723,175,46,16.5,6.30000019073486,75
5498,3013,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5499,1687,0,13.2,0,524,24,723,175,46,16.5,6.30000019073486,75
5500,1687,0,13.2,0,524,24,723,175,46,16.5,6.30000019073486,75
5501,2290,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5502,1687,0,13.2,0,524,24,723,175,46,16.5,6.30000019073486,75
5503,3013,0,13.2,0,524,24,723,175,46,16.5,6.30000019073486,75
5504,2290,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5505,3013,0,26.4,0,524,24,723,175,46,16.5,6.30000019073486,75
5506,4505,0,13.2,0,455,24,707,138,64,17,5.59999990463257,135
5507,2481,0,13.2,0,455,24,707,138,64,17,5.59999990463257,135
5508,3460,0,26.4,0,455,24,707,138,64,17,5.59999990463257,135
5509,2873,0,26.4,0,455,24,707,138,64,17,5.59999990463257,135
5510,2481,0,13.2,0,455,24,707,138,64,17,5.59999990463257,135
5511,2481,0,13.2,0,455,24,707,138,64,17,5.59999990463257,135
5512,2481,0,13.2,0,455,24,707,138,64,17,5.59999990463257,135
5513,3460,0,26.4,0,455,24,707,138,64,17,5.59999990463257,135
5514,4505,0,13.2,0,455,24,707,138,64,17,5.59999990463257,135
5515,4505,0,13.2,0,455,24,707,138,64,17,5.59999990463257,135
5516,4701,0,13.2,0,455,24,707,138,64,17,5.59999990463257,135
5517,3460,0,26.4,0,455,24,707,138,64,17,5.59999990463257,135
5518,3460,0,26.4,0,455,24,707,138,64,17,5.59999990463257,135
5519,4505,0,13.2,0,455,24,707,138,64,17,5.59999990463257,135
5520,3537,0,13.2,0,447,24,783,152,64,16,6,131
5521,2319,0,26.4,0,447,24,783,152,64,16,6,131
5522,3537,0,13.2,0,447,24,783,152,64,16,6,131
5523,2260,0,13.2,0,447,24,783,152,64,16,6,131
5524,2319,0,26.4,0,447,24,783,152,64,16,6,131
5525,1492,0,13.2,0,447,24,783,152,64,16,6,131
5526,3537,0,13.2,0,447,24,783,152,64,16,6,131
5527,2319,0,26.4,0,447,24,783,152,64,16,6,131
5528,3722,0,26.4,0,447,24,783,152,64,16,6,131
5529,1492,0,13.2,0,447,24,783,152,64,16,6,131
5530,1492,0,13.2,0,447,24,783,152,64,16,6,131
5531,3819,0,26.4,0,447,24,783,152,64,16,6,131
5532,3248,0,13.2,0,447,24,783,152,64,16,6,131
5533,3248,0,13.2,0,447,24,783,152,64,16,6,131
5534,4597,0,26.4,0,447,24,783,152,64,16,6,131
5535,2260,0,13.2,0,447,24,783,152,64,16,6,131
5536,4597,0,26.4,0,447,24,783,152,64,16,6,131
5537,4271,0,13.2,0,447,24,783,152,64,16,6,131
5538,3819,0,26.4,0,447,24,783,152,64,16,6,131
5539,3819,0,26.4,0,447,24,783,152,64,16,6,131
5540,4271,0,13.2,0,447,24,783,152,64,16,6,131
5541,4271,0,13.2,0,447,24,783,152,64,16,6,131
5542,3722,0,26.4,0,447,24,783,152,64,16,6,131
5543,2260,0,13.2,0,447,24,783,152,64,16,6,131
5544,4597,0,26.4,0,447,24,783,152,64,16,6,131
5545,3722,0,26.4,0,447,24,783,152,64,16,6,131
5546,3248,0,13.2,0,447,24,783,152,64,16,6,131
5547,1307,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5548,1307,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5549,1307,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5550,5943,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5551,5646,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5552,2734,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5553,2734,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5554,1307,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5555,2793,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5556,2853,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5557,5646,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5558,2793,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5559,2734,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5560,2853,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5561,5943,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5562,2793,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5563,5646,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5564,2853,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5565,5646,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5566,2734,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5567,5943,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5568,2793,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5569,5943,0,13.2,0,452,21,589,108,61,16,5.94999980926514,142
5570,2853,0,26.4,0,452,21,589,108,61,16,5.94999980926514,142
5571,1531,0,26.4,0,441,20,550,147,64.5,12,6,135
5572,1411,0,26.4,0,441,20,550,147,64.5,12,6,135
5573,2417,0,26.4,0,441,20,550,147,64.5,12,6,135
5574,1772,0,13.2,0,441,20,550,147,64.5,12,6,135
5575,2417,0,26.4,0,441,20,550,147,64.5,12,6,135
5576,1531,0,26.4,0,441,20,550,147,64.5,12,6,135
5577,1504,0,13.2,0,441,20,550,147,64.5,12,6,135
5578,1772,0,13.2,0,441,20,550,147,64.5,12,6,135
5579,1323,0,26.4,0,441,20,550,147,64.5,12,6,135
5580,1323,0,26.4,0,441,20,550,147,64.5,12,6,135
5581,1323,0,26.4,0,441,20,550,147,64.5,12,6,135
5582,1531,0,26.4,0,441,20,550,147,64.5,12,6,135
5583,4270,0,13.2,0,441,20,550,147,64.5,12,6,135
5584,4270,0,13.2,0,441,20,550,147,64.5,12,6,135
5585,2417,0,26.4,0,441,20,550,147,64.5,12,6,135
5586,2090,0,13.2,0,441,20,550,147,64.5,12,6,135
5587,1472,0,26.4,0,441,20,550,147,64.5,12,6,135
5588,1630,0,13.2,0,441,20,550,147,64.5,12,6,135
5589,1411,0,26.4,0,441,20,550,147,64.5,12,6,135
5590,1504,0,13.2,0,441,20,550,147,64.5,12,6,135
5591,1531,0,26.4,0,441,20,550,147,64.5,12,6,135
5592,1772,0,13.2,0,441,20,550,147,64.5,12,6,135
5593,1630,0,13.2,0,441,20,550,147,64.5,12,6,135
5594,1772,0,13.2,0,441,20,550,147,64.5,12,6,135
5595,2095,0,26.4,0,441,20,550,147,64.5,12,6,135
5596,3384,0,13.2,0,441,20,550,147,64.5,12,6,135
5597,4270,0,13.2,0,441,20,550,147,64.5,12,6,135
5598,1472,0,26.4,0,441,20,550,147,64.5,12,6,135
5599,2095,0,26.4,0,441,20,550,147,64.5,12,6,135
5600,3384,0,13.2,0,441,20,550,147,64.5,12,6,135
5601,1411,0,26.4,0,441,20,550,147,64.5,12,6,135
5602,3384,0,13.2,0,441,20,550,147,64.5,12,6,135
5603,4270,0,13.2,0,441,20,550,147,64.5,12,6,135
5604,1504,0,13.2,0,441,20,550,147,64.5,12,6,135
5605,2095,0,26.4,0,441,20,550,147,64.5,12,6,135
5606,1630,0,13.2,0,441,20,550,147,64.5,12,6,135
5607,2090,0,13.2,0,441,20,550,147,64.5,12,6,135
5608,1472,0,26.4,0,441,20,550,147,64.5,12,6,135
5609,2090,0,13.2,0,441,20,550,147,64.5,12,6,135
5610,3384,0,13.2,0,441,20,550,147,64.5,12,6,135
5611,2417,0,26.4,0,441,20,550,147,64.5,12,6,135
5612,2095,0,26.4,0,441,20,550,147,64.5,12,6,135
5613,2051,0,35.2,0,638,24,2544,237,44,15,6.09999990463257,150
5614,2266,0,17.6,0,638,24,2544,237,44,15,6.09999990463257,150
5615,1778,0,17.6,0,638,24,2544,237,44,15,6.09999990463257,150
5616,2051,0,35.2,0,638,24,2544,237,44,15,6.09999990463257,150
5617,1933,0,52.8,0,638,24,2544,237,44,15,6.09999990463257,150
5618,3000,0,35.2,0,638,24,2544,237,44,15,6.09999990463257,150
5619,2000,0,52.8,0,638,24,2544,237,44,15,6.09999990463257,150
5620,3266,0,17.6,0,638,24,2544,237,44,15,6.09999990463257,150
